Sampling date,Prefecture,City,Sampling coordinate North latitude,Sampling coordinate East longitude,Sampling coordinate North latitude (Decimal),Sampling coordinate East longitude (Decimal),Distance from TEPCO Fukushima Dai-ichi NPP (km),Sample ID,Accepted date,Turbidity (degree),Mass of suspended substance (mg/L),Transparency (cm),134Cs Radioactivity concentration (Bq/kg),134Cs Detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs Detection limit (Bq/kg),Remark
2012-12-28,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0031,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-29,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0059,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-30,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0052,2013/1/4,<0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-31,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0129,2013/1/15,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-01,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0130,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-02,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0131,2013/1/15,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-03,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0132,2013/1/15,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-04,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0133,2013/1/15,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-05,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0134,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-06,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0135,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-07,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0136,2013/1/15,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-08,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0221,2013/1/21,0.3,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-09,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0222,2013/1/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-10,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0223,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-11,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0224,2013/1/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-12,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0225,2013/1/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-13,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0226,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-14,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0227,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-15,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0228,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-20,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0279,2013/1/24,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-21,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0341,2013/1/29,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-22,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0342,2013/1/29,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-23,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0343,2013/1/29,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-24,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0344,2013/1/29,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-25,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0345,2013/1/29,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-26,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0346,2013/1/29,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-27,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0424,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-28,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0425,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-29,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0426,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-30,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0427,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-31,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0428,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-01,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0429,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-02,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0430,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-03,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0431,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-04,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0503,2013/2/14,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-05,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0504,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-06,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0505,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-07,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0506,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-09,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0507,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-10,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0508,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-11,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0509,2013/2/14,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-12,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0540,2013/2/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-13,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0541,2013/2/18,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-14,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0542,2013/2/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-15,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0543,2013/2/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-16,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0644,2013/2/26,0.4,1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-17,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0645,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-18,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0646,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-19,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0647,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-20,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0648,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-21,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0649,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-22,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0650,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-23,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0651,2013/2/26,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-01,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0786,2013/3/11,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-02,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0787,2013/3/11,0.4,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-03,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0788,2013/3/11,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-04,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0789,2013/3/11,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-05,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0790,2013/3/11,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-06,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0791,2013/3/11,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-07,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0792,2013/3/11,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-08,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0793,2013/3/11,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-09,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0893,2013/3/18,0.4,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-10,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0894,2013/3/18,1.2,2.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-11,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0895,2013/3/18,0.5,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-12,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0896,2013/3/18,0.6,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-13,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0897,2013/3/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-14,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0898,2013/3/18,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-15,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0979,2013/3/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-16,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0980,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-17,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0981,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-18,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0982,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-19,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0983,2013/3/21,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-21,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0011,2013/1/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-22,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0047,2013/1/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-23,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0025,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-24,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0039,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-25,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0067,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-26,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0046,2013/1/4,<0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-27,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0018,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-28,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0032,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-29,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0060,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-30,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0053,2013/1/4,<0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-31,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0137,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-01,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0138,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-02,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0139,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-03,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0140,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-04,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0141,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-05,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0142,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-06,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0143,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-07,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0144,2013/1/15,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-08,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0229,2013/1/21,<0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-09,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0230,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-10,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0231,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-11,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0232,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-12,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0233,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-13,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0234,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-14,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0235,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-15,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0236,2013/1/21,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-16,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0280,2013/1/24,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-17,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0281,2013/1/24,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-19,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0282,2013/1/24,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-20,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0283,2013/1/24,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-21,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0347,2013/1/29,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-22,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0348,2013/1/29,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-23,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0349,2013/1/29,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-24,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0350,2013/1/29,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-25,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0351,2013/1/29,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-26,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0352,2013/1/29,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-27,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0432,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-28,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0433,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-29,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0434,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-30,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0435,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-31,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0436,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-01,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0437,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-02,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0438,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-03,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0439,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-04,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0510,2013/2/14,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-05,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0511,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-06,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0512,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-07,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0513,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-08,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0514,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-09,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0515,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-10,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0516,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-11,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0517,2013/2/14,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-12,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0544,2013/2/18,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-13,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0545,2013/2/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-14,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0546,2013/2/18,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-15,Fukushima prefecture,Futaba county Katsurao village,"37°29'36.7""","140°47'17.1""",37.493528,140.788069,23.0,12RK0547,2013/2/18,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
