Sampling date,Prefecture,City,Sampling coordinate North latitude,Sampling coordinate East longitude,Sampling coordinate North latitude (Decimal),Sampling coordinate East longitude (Decimal),Distance from TEPCO Fukushima Dai-ichi NPP (km),Sample ID,Accepted date,Turbidity (degree),Mass of suspended substance (mg/L),Transparency (cm),134Cs Radioactivity concentration (Bq/kg),134Cs Detection limit (Bq/kg),137Cs Radioactivity concentration (Bq/kg),137Cs Detection limit (Bq/kg),Remark
2013-02-07,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0490,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-08,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0491,2013/2/14,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-09,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0492,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-10,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0493,2013/2/14,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-11,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0494,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-13,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0533,2013/2/18,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-14,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0534,2013/2/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-15,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0535,2013/2/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-17,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0632,2013/2/26,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-18,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0633,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-19,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0634,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-23,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0635,2013/2/26,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-24,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0693,2013/3/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-27,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0694,2013/3/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-28,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0695,2013/3/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-01,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0770,2013/3/11,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-02,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0771,2013/3/11,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-03,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0772,2013/3/11,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-04,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0773,2013/3/11,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-05,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0774,2013/3/11,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-06,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0775,2013/3/11,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-07,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0776,2013/3/11,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-08,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0777,2013/3/11,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-09,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0875,2013/3/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-10,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0876,2013/3/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-11,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0877,2013/3/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-12,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0878,2013/3/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-13,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0879,2013/3/18,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-14,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0880,2013/3/18,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-15,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0969,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-16,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0970,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-17,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0971,2013/3/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-18,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0972,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-19,Fukushima prefecture,Futaba county Katsurao village,"37°31'31.3""","140°44'37.6""",37.525364,140.743775,27.9,12RK0973,2013/3/21,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-21,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0009,2013/1/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-22,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0019,2013/1/4,0.4,2.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-23,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0023,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-24,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0037,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-25,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0065,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-26,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0044,2013/1/4,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-27,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0016,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-28,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0030,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-29,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0058,2013/1/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-30,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0051,2013/1/4,0.9,5.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-31,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0122,2013/1/15,0.2,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-01,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0123,2013/1/15,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-02,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0124,2013/1/15,0.3,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-03,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0125,2013/1/15,0.2,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-04,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0126,2013/1/15,0.3,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-05,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0127,2013/1/15,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-06,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0128,2013/1/15,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-08,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0213,2013/1/21,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-09,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0214,2013/1/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-10,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0215,2013/1/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-11,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0216,2013/1/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-12,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0217,2013/1/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-13,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0218,2013/1/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-14,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0219,2013/1/21,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-15,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0220,2013/1/21,0.6,3.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-16,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0274,2013/1/24,1.3,10.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-17,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0275,2013/1/24,0.4,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-18,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0276,2013/1/24,0.3,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-19,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0277,2013/1/24,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-20,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0278,2013/1/24,0.3,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-21,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0335,2013/1/29,0.3,1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-22,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0336,2013/1/29,0.8,3.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-23,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0337,2013/1/29,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-24,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0338,2013/1/29,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-25,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0339,2013/1/29,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-26,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0340,2013/1/29,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-01-27,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0416,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-28,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0417,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-29,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0418,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-30,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0419,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-01-31,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0420,2013/2/6,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-01,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0421,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-02,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0422,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-03,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0423,2013/2/6,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-04,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0495,2013/2/14,0.3,1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-05,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0496,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-06,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0497,2013/2/14,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-07,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0498,2013/2/14,1.7,7.0,,ND,1.0E+00,1.3E+00,1.0E+00,Not detected after filtration with 1µm glass fiber filter paper.
2013-02-08,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0499,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-09,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0500,2013/2/14,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-10,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0501,2013/2/14,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-11,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0502,2013/2/14,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-12,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0536,2013/2/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-13,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0537,2013/2/18,0.3,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-14,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0538,2013/2/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-15,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0539,2013/2/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-16,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0636,2013/2/26,0.4,2.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-17,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0637,2013/2/26,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-18,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0638,2013/2/26,0.5,2.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-19,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0639,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-20,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0640,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-21,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0641,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-22,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0642,2013/2/26,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-23,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0643,2013/2/26,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-02-24,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0696,2013/3/4,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-25,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0697,2013/3/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-26,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0698,2013/3/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-27,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0699,2013/3/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-02-28,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0700,2013/3/4,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-01,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0778,2013/3/11,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-02,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0779,2013/3/11,0.2,1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-03,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0780,2013/3/11,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-04,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0781,2013/3/11,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-05,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0782,2013/3/11,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-06,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0783,2013/3/11,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-07,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0784,2013/3/11,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-08,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0785,2013/3/11,0.2,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-09,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0887,2013/3/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-10,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0888,2013/3/18,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-11,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0889,2013/3/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-12,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0890,2013/3/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-13,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0891,2013/3/18,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-14,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0892,2013/3/18,0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2013-03-15,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0974,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-16,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0975,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-17,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0976,2013/3/21,0.3,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-18,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0977,2013/3/21,0.2,<1.0,,ND,1.0E+00,ND,1.0E+00,
2013-03-19,Fukushima prefecture,Futaba county Katsurao village,"37°32'03.5""","140°47'01.6""",37.534306,140.783783,25.2,12RK0978,2013/3/21,0.3,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-21,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0010,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-22,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0033,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-23,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0024,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-24,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0038,2013/1/4,<0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-25,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0066,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
2012-12-26,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0045,2013/1/4,<0.1,<1.0,100.0<,ND,1.0E+00,ND,1.0E+00,
2012-12-27,Fukushima prefecture,Futaba county Katsurao village,"37°30'12.7""","140°47'04.1""",37.503517,140.784469,23.7,12RK0017,2013/1/4,0.1,<1.0,,ND,1.0E+00,ND,1.0E+00,
